20180119_1_A_30min.csv;;Kemi1\Kemi01;20-01-2018 15:45:37;GENESYS 10S UV-Vis;2L9T161212;4.006
nm;A
400;0.9812
401;0.9936
402;1.0063
403;1.0197
404;1.0328
405;1.0449
406;1.0579
407;1.071
408;1.0842
409;1.0969
410;1.1087
411;1.1197
412;1.131
413;1.1421
414;1.1528
415;1.1627
416;1.1729
417;1.1822
418;1.1913
419;1.1996
420;1.2075
421;1.2141
422;1.22
423;1.226
424;1.2308
425;1.2353
426;1.2391
427;1.2424
428;1.2449
429;1.247
430;1.2487
431;1.2495
432;1.2501
433;1.25
434;1.2499
435;1.2491
436;1.2476
437;1.2461
438;1.2438
439;1.2415
440;1.2385
441;1.2359
442;1.2323
443;1.2283
444;1.2244
445;1.2204
446;1.216
447;1.2121
448;1.2077
449;1.2036
450;1.199
451;1.1946
452;1.1901
453;1.1858
454;1.1812
455;1.1768
456;1.1728
457;1.1689
458;1.1653
459;1.1618
460;1.1592
461;1.1565
462;1.1537
463;1.1517
464;1.1502
465;1.1486
466;1.1479
467;1.1472
468;1.1474
469;1.1475
470;1.1484
471;1.1495
472;1.1508
473;1.1527
474;1.155
475;1.1571
476;1.1602
477;1.1628
478;1.1662
479;1.1695
480;1.1731
481;1.1765
482;1.1802
483;1.1833
484;1.1865
485;1.1899
486;1.1939
487;1.197
488;1.1997
489;1.203
490;1.2059
491;1.2086
492;1.2104
493;1.2123
494;1.2137
495;1.2148
496;1.216
497;1.2166
498;1.2166
499;1.2165
500;1.2161
501;1.2148
502;1.2134
503;1.2111
504;1.2089
505;1.2063
506;1.2031
507;1.1993
508;1.1948
509;1.1902
510;1.1852
511;1.1795
512;1.1735
513;1.1672
514;1.1602
515;1.1527
516;1.1449
517;1.1367
518;1.1279
519;1.1194
520;1.11
521;1.1001
522;1.089
523;1.0784
524;1.0669
525;1.055
526;1.0432
527;1.0313
528;1.0182
529;1.0068
530;0.9949
531;0.9811
532;0.9663
533;0.9511
534;0.9376
535;0.9238
536;0.9073
537;0.8921
538;0.8782
539;0.8616
540;0.8449
541;0.8285
542;0.8146
543;0.799
544;0.7821
545;0.765
546;0.7472
547;0.7307
548;0.7146
549;0.6985
550;0.6815
551;0.6652
552;0.6478
553;0.6314
554;0.6155
555;0.5987
556;0.5823
557;0.566
558;0.5507
559;0.5343
560;0.5189
561;0.5036
562;0.4886
563;0.4733
564;0.4577
565;0.4433
566;0.429
567;0.4154
568;0.4015
569;0.3879
570;0.375
571;0.362
572;0.35
573;0.3386
574;0.3271
575;0.3154
576;0.3046
577;0.2947
578;0.2839
579;0.2736
580;0.2644
581;0.2539
582;0.2454
583;0.237
584;0.2287
585;0.2205
586;0.2124
587;0.205
588;0.1976
589;0.1905
590;0.1836
591;0.1772
592;0.1712
593;0.1649
594;0.159
595;0.1539
596;0.1482
597;0.1429
598;0.1391
599;0.1345
600;0.1296
601;0.1251
602;0.1211
603;0.1169
604;0.1132
605;0.1101
606;0.1068
607;0.1033
608;0.0999
609;0.0973
610;0.0943
611;0.0918
612;0.0894
613;0.0868
614;0.0846
615;0.0822
616;0.0797
617;0.0776
618;0.0764
619;0.0742
620;0.072
621;0.0702
622;0.0685
623;0.0672
624;0.0658
625;0.0639
626;0.063
627;0.0617
628;0.0603
629;0.0592
630;0.0577
631;0.0567
632;0.0559
633;0.055
634;0.054
635;0.053
636;0.0524
637;0.0512
638;0.0505
639;0.0498
640;0.0486
641;0.0479
642;0.0475
643;0.0467
644;0.0456
645;0.0449
646;0.0451
647;0.0439
648;0.0436
649;0.0434
650;0.0422
651;0.0423
652;0.0413
653;0.0406
654;0.0408
655;0.0396
656;0.0391
657;0.0393
658;0.0381
659;0.038
660;0.0378
661;0.0371
662;0.0369
663;0.0366
664;0.0363
665;0.0364
666;0.0359
667;0.0365
668;0.0357
669;0.036
670;0.0352
671;0.0349
672;0.0344
673;0.0345
674;0.0343
675;0.0337
676;0.033
677;0.0326
678;0.0323
679;0.0323
680;0.0321
681;0.0314
682;0.0315
683;0.0316
684;0.0305
685;0.0308
686;0.0303
687;0.0304
688;0.0303
689;0.0298
690;0.0296
691;0.0289
692;0.0291
693;0.0288
694;0.0289
695;0.0287
696;0.0278
697;0.0284
698;0.0277
699;0.0274
700;0.027
